userId,feedback,wine
131a3994-a510-4ead-93d0-3d89f06b9602,0,sangiovese_red
131a3994-a510-4ead-93d0-3d89f06b9602,0,carmenere_red
131a3994-a510-4ead-93d0-3d89f06b9602,0,riesling_white
131a3994-a510-4ead-93d0-3d89f06b9602,0,chardonnay_white
131a3994-a510-4ead-93d0-3d89f06b9602,0,nebbiolo_red
131a3994-a510-4ead-93d0-3d89f06b9602,0,carmenere_red
131a3994-a510-4ead-93d0-3d89f06b9602,0,chardonnay_white
16e6321b-1dd8-4db0-a491-627055a20d1d,0,chardonnay_white
bffc7c74-ccf9-429b-a6a5-d7bc8a53441e,0,pinot_noir_rose
bffc7c74-ccf9-429b-a6a5-d7bc8a53441e,0,riesling_white
bffc7c74-ccf9-429b-a6a5-d7bc8a53441e,0,marsanne_white
97e19ee8-5d4a-4691-bdf0-a20f284d9f0a,0,negroamaro_red
690e6b1c-8af0-4a8b-b4a8-44030d7c7744,0,marsala_red
b9c85eb8-6c96-4601-b94b-9165a15a9bcc,0,cabernet_franc_red
b9c85eb8-6c96-4601-b94b-9165a15a9bcc,0,trebbiano_white
5628587a-4584-4654-af84-a7eb0bb9358e,0,sangiovese_red
5628587a-4584-4654-af84-a7eb0bb9358e,0,sangiovese_red
5628587a-4584-4654-af84-a7eb0bb9358e,0,carignan_red
5628587a-4584-4654-af84-a7eb0bb9358e,0,corvina_red
5628587a-4584-4654-af84-a7eb0bb9358e,0,chardonnay_white
16a4ee23-3ad8-4d24-9b76-14945a938dfe,0,chardonnay_white
05e760a5-ae55-4aa5-96e2-327e823e65c1,0,zinfandel_red
c32c970e-ee13-4f0e-a11c-a4071ee55779,0,corvina_red
c32c970e-ee13-4f0e-a11c-a4071ee55779,0,carmenere_red
756af75c-e7a7-43bc-b800-a76802189fff,0,zinfandel_rose
756af75c-e7a7-43bc-b800-a76802189fff,0,gamay_red
756af75c-e7a7-43bc-b800-a76802189fff,0,zinfandel_rose
756af75c-e7a7-43bc-b800-a76802189fff,0,pinot_noir_red
08621e92-1cd2-4c39-a95b-e27662f92e92,0,chardonnay_white
891a4a64-749e-4c36-985e-9ddc0d0296b3,0,carmenere_red
891a4a64-749e-4c36-985e-9ddc0d0296b3,0,carmenere_red
221141e3-beee-4d37-ab70-5bdb551e1b55,0,prosecco_white
8b9c3b9d-198c-4762-a140-05fed83e1f4d,0,trebbiano_white
8b9c3b9d-198c-4762-a140-05fed83e1f4d,0,nebbiolo_red
6d6ab5c0-1149-4f79-8e45-af00cfefc891,0,barbera_red
6d6ab5c0-1149-4f79-8e45-af00cfefc891,0,zinfandel_rose
38faedf1-084f-446a-b3f5-0a83d95f8fe6,0,moscato_white
0ee98838-6834-41fd-8d41-fedb97551db1,0,viognier_white
6ae39a62-5a8f-42bb-b7c5-c3106d604a6b,0,nebbiolo_red
ab69fad2-eec3-475c-b0f2-8426a8ba75d9,0,carmenere_red
559e7fc4-97ec-43d4-a74d-f6264bfb97b8,0,sangiovese_red
559e7fc4-97ec-43d4-a74d-f6264bfb97b8,0,chardonnay_white
8db3e63e-26d2-4e6b-90ee-6e8473d2e1fb,0,pinot_blanc_white
70d39140-a484-440a-8114-3d43a208759d,0,sangiovese_red
70d39140-a484-440a-8114-3d43a208759d,0,zinfandel_red
c898d4bf-ed62-4dc0-86a6-da46bbfed6b2,0,carmenere_red
c898d4bf-ed62-4dc0-86a6-da46bbfed6b2,0,merlot_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,corvina_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,sangiovese_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,trebbiano_white
c08a8782-eac8-4c96-b682-afca7e8baa23,0,chardonnay_white
c08a8782-eac8-4c96-b682-afca7e8baa23,0,sangiovese_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,pinot_blanc_white
c08a8782-eac8-4c96-b682-afca7e8baa23,0,sangiovese_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,sangiovese_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,carignan_red
c08a8782-eac8-4c96-b682-afca7e8baa23,0,chardonnay_white
c252c9af-7247-4c14-88cd-b78e74345fe4,0,moscato_white
c252c9af-7247-4c14-88cd-b78e74345fe4,0,grenache_red
c252c9af-7247-4c14-88cd-b78e74345fe4,0,chardonnay_white
c252c9af-7247-4c14-88cd-b78e74345fe4,0,moscato_white
c252c9af-7247-4c14-88cd-b78e74345fe4,0,riesling_white
c252c9af-7247-4c14-88cd-b78e74345fe4,-1,pinot_blanc_white
c252c9af-7247-4c14-88cd-b78e74345fe4,0,zinfandel_red
c252c9af-7247-4c14-88cd-b78e74345fe4,0,gewurztraminer_white
8c972426-ab66-46fe-a830-7e0c2777f7f6,0,negroamaro_red
